Age_Ma,Al_Area,Si_Area,P_Area,S_Area,Cl_Area,K_Area,Ca_Area,Ti_Area,Cr_Area,Mn_Area,Fe_Area,Rh_Area,Cu_Area,Zn_Area,Ga_Area,Br_Area,Rb_Area,Sr_Area,Y_Area,Zr_Area,Nb_Area,Mo_Area,Pb_Area,Bi_Area,Ag_Area,Cd_Area,Sn_Area,Te_Area,Ba_Area,T_Area
4.95270443,3202,51833,-2158,-427,44809,25253,2357550,9030,106,5155,124658,41509,1634,1638,116,3595,2828,113730,1768,6348,-2067,-932,617,377,1199761,2753,16056,3862,24761.0,213976
4.953838348,3651,54373,-2506,-478,47424,24481,2290623,10614,869,4441,145221,45806,517,1037,103,3571,2856,109836,2112,6002,-735,-627,445,178,1199071,1949,14506,3014,24256.0,238340
4.954405785,3162,49724,-2689,-242,53384,22163,2351926,9557,722,4038,131272,44997,734,1062,137,3656,2902,111443,1445,6319,-2010,-1301,609,350,1190462,3028,16719,3906,25461.0,215878
4.954972744,3556,53459,-3010,-439,54576,25303,2568640,10157,23,5181,133414,47984,650,975,125,4104,3235,124176,1843,6379,-1176,-1124,698,217,1201107,2627,15701,4159,26916.0,225889
4.955539703,3574,60306,-2338,-155,54013,29326,2434489,11244,707,5688,143212,45959,813,1126,96,3860,2873,118967,2137,6444,-1043,-804,770,248,1198268,2959,15075,3576,26337.0,247662
4.95610714,2881,47645,-2725,-310,58134,21738,2680931,9472,499,6641,127895,47680,1201,977,143,3648,2196,124233,1908,6310,-1559,-797,986,234,1197886,3367,16196,3796,25466.0,209631
4.956674576,2822,46918,-3068,-784,55877,20770,2656410,9334,402,6233,123424,51612,812,1165,97,3689,2918,125415,2232,6176,-1541,-548,700,192,1188426,2775,15647,2936,25502.0,203268
4.957241535,3175,45659,-2691,-283,57671,20156,2643452,8903,107,5983,123340,47271,634,1071,173,3631,3117,125306,1716,5908,-969,-873,768,176,1192333,2499,16077,3346,24591.0,201233
4.957808495,2880,45787,-3241,-551,58187,19478,2814130,8940,478,6529,117471,48310,609,1010,80,3514,2729,125031,1487,6962,-1141,-1339,594,228,1189630,2963,16241,2907,25405.0,194556
4.958375931,2516,42508,-3508,-439,58625,17844,2815791,8464,431,7728,109252,46978,517,904,130,3666,2340,126580,2197,6828,-1310,-1463,680,438,1195010,2533,15409,3133,22995.0,180584
4.95894289,2227,40314,-3548,-609,59004,16863,2896899,7711,-36,7932,99401,49884,678,831,95,3775,2249,126933,2020,5622,-1944,-925,590,284,1190537,2469,15348,4044,21153.0,166516
4.959510326,2248,39987,-3586,-565,60386,17205,2884765,8262,439,8023,98706,49792,1019,850,158,3571,1846,127888,2140,6547,-1608,-943,590,270,1193897,2965,15780,4141,20043.0,166408
4.960077286,2544,41375,-3578,-225,58795,15920,2957531,7429,325,8240,96381,50851,1492,952,77,3659,2358,127122,1547,5814,-1858,-399,708,356,1185250,2475,16077,3500,20569.0,163649
4.960644722,2550,41261,-4018,-1234,58453,16367,2996464,7542,451,8294,96510,53439,1612,932,85,3744,2291,126750,1456,5892,-1624,-153,507,267,1191971,3001,15472,4127,20866.0,164230
4.961211681,2442,41177,-3998,-760,60703,16305,3000912,7171,188,8679,98366,50844,850,1087,63,3847,2040,130327,2087,6175,-1790,-1122,485,292,1200575,2611,16007,3606,18872.0,165461
4.961779118,2232,39164,-3403,-453,61918,16788,2963725,7831,587,8736,98346,51061,1221,1255,74,3859,2355,132576,1915,5907,-1204,-695,574,246,1196846,3443,16520,3240,19196.0,164361
4.962346077,2488,39951,-3344,-606,62064,17183,2934046,6918,479,8748,99376,51312,907,1002,46,4044,1908,129474,1945,6029,-2104,-914,331,326,1201678,2639,15946,3627,19697.0,165916
4.962913036,2476,40371,-3383,-747,60149,17560,2806243,7450,796,7973,105567,49614,939,1004,97,4047,2247,129522,2103,5909,-2091,-1031,675,375,1202952,2665,15549,3717,19703.0,173424
4.963480473,2683,40310,-3289,-552,61565,16913,2855726,7247,846,8080,105275,50502,693,807,90,4132,2169,127917,2009,5967,-1905,-1214,395,243,1201609,3220,16755,3733,20268.0,172428
4.964047909,2294,39462,-3410,-303,62336,15891,2929653,8182,-93,8353,102163,51932,535,719,83,3574,1939,127461,2096,6606,-1417,-1332,432,240,1203133,3179,16462,3756,19598.0,167992
4.964614868,2118,39723,-3999,-375,63311,16551,2974591,7805,8,8906,104248,52754,916,811,177,3923,2059,130605,1794,6182,-1677,-396,358,138,1209003,2560,15809,3613,20033.0,170445
4.965181828,2460,42503,-3589,-391,60889,17421,2973141,7982,558,9481,106073,52263,565,763,129,3964,2214,130691,1732,6166,-1309,-540,461,180,1202953,2327,15506,3092,18694.0,176439
4.965749264,2715,43709,-3310,-533,60531,19010,2979806,8760,359,8917,117057,51590,2310,875,44,4019,2048,132994,1773,5841,-1268,142,1067,265,1210441,2490,17243,3143,21792.0,191251
4.9663167,2772,44538,-3683,252,61838,18931,2982491,8428,805,9836,116359,50875,3635,855,-3,4273,2029,131363,1669,5768,-305,422,1726,223,1211676,3026,16559,3389,21801.0,191028
4.966883659,2635,43248,-3747,992,59686,19000,2918995,8529,624,9276,115395,50982,4325,867,-59,4271,2255,130797,1731,6328,249,449,1949,93,1219030,2957,16049,3916,23177.0,188807
4.967450619,2464,42211,-3485,2135,57350,17759,2810449,8258,686,9169,107794,49372,8889,969,-109,4015,2752,128205,2047,5856,591,1306,3457,201,1213733,2498,16184,3041,22023.0,178486
4.968018055,2321,38391,-3332,6222,53408,17444,2656833,8008,235,6947,129829,49812,45051,1980,-407,4979,2441,124760,809,5764,976,3323,10837,-93,1207928,2838,17039,3632,22794.0,195993
4.968585491,1954,37224,-3683,21728,51052,16783,2448214,7939,362,6616,235297,50874,222930,4174,-1125,6745,1432,106103,165,4819,1262,15737,25931,26,1188188,2126,16426,3727,19594.0,299197
4.969152451,2536,39263,-3039,-436,52184,16950,2521725,6984,913,7870,92504,51248,1379,839,45,3075,2350,112550,1496,5406,-858,374,1535,166,1205877,2265,16082,2926,22451.0,158237
4.96971941,2687,42791,-3149,-381,54800,18689,2608405,7664,701,8383,104053,54144,922,850,59,3790,2027,114750,1469,5469,-959,-170,1337,230,1197653,2715,16182,3697,19914.0,175884
4.970286846,2731,46187,-3362,-366,59587,19887,2863168,8217,163,9630,117796,50188,894,923,96,4049,2445,128221,1856,6314,-946,-132,1239,320,1207153,2512,15970,3506,22417.0,194818
4.970854282,2907,48466,-3480,-592,58266,21288,2841784,8475,624,9537,121171,51408,962,898,172,4066,2632,128719,1887,6328,-2037,-971,881,343,1212665,2912,16849,3232,22255.0,202307
4.971421242,2849,47954,-3107,-234,59377,20664,2830552,8073,346,9939,122714,50025,961,1059,191,3952,2750,130379,2045,6071,-774,-664,612,103,1216400,2882,16867,3087,23597.0,202254
4.971988201,2814,47265,-3124,-266,60328,20982,2858534,9056,247,9283,125607,51258,958,884,71,4140,2879,129894,1762,6913,-1852,-883,677,334,1214719,2495,16982,3702,23972.0,205724
4.972555637,2926,49889,-3500,-588,61974,22364,2872124,8935,715,10381,132689,53953,1207,1075,164,4190,2740,132238,1750,6437,-1670,-852,607,228,1220120,2970,16892,3372,25370.0,216803
4.973122597,2791,47269,-3415,-201,61669,20453,2888484,8191,284,10425,121999,52031,1277,1028,78,3958,2441,129884,1930,6053,-2289,-795,703,267,1217153,2437,17097,3302,24547.0,200703
4.973690033,3107,49230,-3146,-562,60931,22295,2856420,8645,846,9509,121129,54629,1010,1048,132,4042,2574,129017,1839,6360,-1918,-1206,542,264,1222887,2363,16469,3977,22945.0,204406
4.974256992,2678,44460,-3075,-144,55488,19457,2705644,8615,25,9140,112021,49879,1269,1015,64,3719,2712,126929,2029,6041,-1915,-965,571,286,1205652,2790,16321,4112,22587.0,187231
4.974824429,3177,47617,-2879,-244,60247,21896,2805061,7946,550,10047,122398,52724,1240,982,110,3638,2910,128457,2047,5944,-1882,-816,564,239,1211639,2778,17443,2439,22939.0,203034
4.975391388,2798,47056,-2816,64,58390,21282,2814886,8156,658,9346,118192,51439,1390,944,86,3760,2884,126545,1335,5599,-1515,-182,721,206,1203595,2394,16913,3520,20858.0,197484
4.975958824,2744,45046,-3276,-216,61012,18969,2801995,7612,595,9380,111835,48659,1199,895,109,4045,2528,126530,1620,5851,-1494,-633,649,191,1192835,2755,16413,3541,19973.0,186206
4.976525784,2798,44590,-2706,-177,59680,18705,2747356,8134,822,8942,114131,50241,1358,949,107,4098,2353,127146,1592,5484,-2043,-551,747,245,1190015,2679,16097,3566,20309.0,188358
4.977092743,2351,45093,-3474,-77,58210,21917,2783104,7471,516,8773,104392,50087,1512,934,77,3711,2377,124696,1513,4968,-1772,-370,751,275,1191822,3222,14776,3057,17383.0,181224
4.977660179,3113,51700,-2688,-79,56294,28588,2744192,7374,933,9493,110928,50948,1620,868,130,3516,3102,123329,1595,6480,-1265,-174,649,193,1190566,2330,14973,3422,16216.0,201703
4.978227615,2888,55298,-3204,-297,57933,31402,2841260,8175,555,9728,113695,50568,2301,810,119,3789,3195,123009,1665,6112,-718,-6,816,183,1192109,2970,15842,3929,16551.0,211458
4.978794575,2721,49011,-2887,-394,52637,25010,2582194,6648,556,9367,98717,51667,2321,1054,115,3615,2849,114506,1745,5323,-1358,322,759,321,1181340,2042,15607,2797,,182107
4.979361534,2803,54626,-3506,-231,56160,28737,2849739,7325,23,9309,102713,50477,2936,844,117,3898,3174,120370,1459,5956,-176,99,808,247,1187541,2378,16350,3743,15551.0,196204
4.97992897,2966,55076,-3309,-109,56374,28926,2906482,7139,83,9836,105907,52168,4055,906,92,4077,3342,121712,1541,5503,386,240,896,207,1190383,2764,15149,3556,15039.0,200014
4.980496407,3262,58104,-2843,-43,56633,33038,2796409,7350,758,10146,111350,50255,5515,846,44,3679,3054,120290,1864,6375,803,624,801,188,1186653,2746,16374,3813,16125.0,213104
4.981063366,3076,64484,-2969,56,54611,42100,2551022,7447,1175,10181,111300,48589,5874,948,4,3480,4175,112431,1930,6453,345,476,1062,250,1183479,2453,16079,3564,16491.0,228407
4.981630325,3928,81464,-2046,-51,52891,54540,2397939,8013,330,10096,121411,47663,4835,905,75,3903,5151,113465,1589,7313,149,164,947,373,1179458,2522,16341,3732,16308.0,269356
4.982197762,4142,80053,-2490,-277,52093,53949,2394733,8228,271,10434,120314,48331,3944,938,64,3611,4959,113625,2371,7267,215,680,644,210,1181937,2519,16235,3678,17516.0,266686
4.982765198,4245,94236,-2270,-259,43694,68315,2012844,8176,726,10255,126430,46451,2815,1047,187,3289,6485,103536,2033,7573,-533,229,622,264,1180851,2607,16759,3280,16910.0,301402
4.983332157,5454,111010,-2142,-88,41716,78581,1831022,9058,798,9510,131152,43783,2386,1251,169,3357,6639,98448,1788,7977,-1064,-13,739,288,1181182,2283,17244,3660,17813.0,335255
4.983899117,6208,124992,-1238,66,36982,91941,1502168,9176,729,9464,141124,39674,7110,1181,221,3435,8647,92074,2464,9339,620,-322,1550,252,1184186,2414,17325,3473,18155.0,373441
4.984466553,7126,147959,-1139,-48,31663,110487,1126417,9700,528,8365,156590,41018,9583,1474,155,3595,11045,78485,2486,10748,974,706,1689,169,1192398,2907,17781,3839,19927.0,431862
4.985033989,7519,154933,-561,10,26780,116544,674385,9948,-37,7634,163157,34847,4807,1570,249,3711,13860,62470,3384,12068,11,169,1550,188,1215067,2485,18659,4664,22418.0,452101
4.985600948,9052,185630,-151,-41,23172,135311,282449,10227,-1988,6966,189150,32362,3565,2256,306,3840,16131,43512,4114,13838,-1065,-833,1590,350,1221386,2320,18064,4012,21979.0,529370
4.986167908,8552,172446,137,275,20318,132361,59344,10872,-514,6164,201187,31220,2694,2139,397,3717,20373,15801,4684,15551,-1150,-1307,1839,344,1222461,2755,19512,4056,22408.0,525418
4.986735344,7518,155480,77,441,19235,121093,50821,9086,-81,5858,188081,33190,8019,2661,376,3319,21074,14308,4040,15750,273,627,2123,126,1207539,2476,19010,3177,21161.0,481258
4.987302303,6420,127712,-668,964,27123,93875,763816,8864,-13,6556,167485,38485,37393,4208,2,3625,9669,82031,3113,10109,1217,365,2749,78,1200478,2584,16196,4054,18329.0,404356
4.98786974,3605,71558,-2164,970,42024,46080,1937820,7103,892,7152,129159,43453,24489,2145,-18,3583,4095,124614,1700,6710,831,920,1656,131,1197124,2539,14105,3707,17461.0,257505
4.988436699,3351,59327,-2720,458,48306,32440,2371779,7450,617,8214,118940,48865,11378,1417,91,3808,2107,129363,2293,6567,874,1556,870,194,1194057,2773,14943,4047,15726.0,221508
4.989004135,3002,44992,-2916,-65,58838,21486,2739261,7557,438,8879,114351,51817,3227,945,65,3902,2237,132901,1470,5587,-270,559,490,208,1197552,2137,15092,3218,16814.0,191388
4.989571095,2664,48349,-3152,-567,58927,21675,2828961,8145,494,9469,111063,52409,1314,992,167,4327,2182,137513,1298,5958,-1984,-1387,501,323,1200326,3008,15770,2593,18329.0,191896
4.990138531,2482,45772,-3137,-784,62436,20365,2811252,8348,1094,9196,113152,51624,747,841,75,3844,2264,133406,2147,6871,-2305,-1678,527,268,1200683,2285,16118,3186,16998.0,190119
4.99070549,2406,41828,-3246,-639,59879,17132,2693801,6761,486,8174,100398,49985,598,790,147,3923,2047,127632,1858,6298,-2079,-1475,366,299,1193660,2659,15240,2940,15373.0,168525
4.991272449,2402,40699,-2996,-913,56607,16823,2594337,7049,1090,8029,98883,51582,561,745,36,3644,2021,123941,1274,6005,-2271,-1759,391,251,1190985,2253,15546,2673,15610.0,165856
4.991839886,2660,43593,-3364,-893,56550,18522,2734843,7837,1104,7343,107190,50327,668,854,126,3990,2348,132876,1897,5811,-2100,-1661,274,354,1198562,3225,15232,2149,17380.0,179802
4.992407322,2960,45607,-3030,-348,57194,19139,2709133,7919,825,8430,107301,49023,1207,1553,156,3781,2530,131056,1812,5891,-1214,-1120,527,263,1201053,2948,15422,4380,18430.0,182926
4.992974281,2711,42773,-3032,-489,50859,18095,2578265,7312,987,7686,107014,50097,1047,3082,80,4101,2946,127356,1796,6492,472,75,459,236,1196366,2723,15014,3519,18660.0,177905
4.993541241,2535,41932,-2935,-494,50178,18091,2564708,6979,1424,7672,107056,46331,856,2626,113,3618,2235,131199,1887,6204,607,-270,463,284,1199078,2653,15603,3710,18552.0,176593
4.994108677,2766,44120,-3174,-539,57242,18892,2700684,7468,906,7524,108749,47991,2281,1384,56,3700,2660,126679,1767,5503,-1623,-442,762,233,1204910,2674,15253,3045,18980.0,181995
4.994676113,2683,43391,-3001,-543,59200,18045,2666271,8306,368,7585,111701,53567,915,1323,57,3939,2348,123895,1496,5963,-1872,-1578,453,287,1208354,2684,15948,3352,19308.0,184126
4.995243073,2836,45038,-3017,-643,61579,19470,2640323,8601,469,6856,122956,51952,713,1011,106,3877,2736,123735,1973,5950,-1613,-1575,625,199,1202691,2806,16064,3472,22250.0,198901
4.995810032,2931,45976,-3308,-634,59448,18570,2571744,8919,926,7278,122710,49548,669,920,93,3740,2404,118527,1335,6092,-1540,-1582,619,253,1206075,2375,16743,3890,22935.0,199106
4.996377468,2809,45888,-3306,-676,60602,19341,2658315,9030,383,8239,125503,52861,671,862,107,3891,2650,122810,1647,5920,-1816,-467,579,182,1209896,2440,16490,3075,22786.0,202571
4.996944904,2879,45810,-3385,-535,62774,18529,2676172,8192,405,7952,126276,51116,611,961,163,4020,2725,125045,1753,6199,-845,-1130,476,210,1204653,2453,16034,3070,23906.0,201686
4.997511387,3066,45248,-3093,-786,56907,17775,2525930,8398,432,7392,121398,45147,722,817,136,3733,2474,120774,1969,6187,-2315,-1879,589,345,1200238,2169,16454,3724,22326.0,195885
4.998078823,3026,45930,-2759,-359,63069,18693,2652137,8509,654,8520,126287,50729,625,981,208,4001,2867,121641,1402,5422,-1189,-1252,482,245,1201463,2538,16301,3326,23393.0,202445
4.998646259,2858,45479,-3180,-330,65091,18992,2699346,8686,546,8970,127635,51661,664,929,109,3936,2641,124535,2192,5454,-1731,-1260,484,166,1203227,2171,15123,4111,22122.0,203650
4.999213696,3446,50265,-2741,-90,62648,21649,2781775,9066,570,8145,126314,52296,538,906,151,3733,2633,125615,1763,6164,-1455,-1485,396,236,1200298,3064,15570,2953,21549.0,210740
4.999780178,2820,48004,-2909,-250,65943,20595,2819232,9105,298,9621,127895,53060,632,973,209,4002,2290,126010,1815,5857,-1150,-1091,451,156,1202652,3090,16292,3789,20745.0,208419
5.000347614,3123,47154,-3573,-832,66455,19995,2843199,8729,88,8919,124357,53993,567,1164,251,3883,2848,123654,1738,5784,-665,-640,673,232,1205777,2711,15891,4008,20810.0,203358
5.000915051,2884,47279,-3434,-482,64277,18803,2890145,8659,420,9201,118689,53753,592,951,99,4152,2475,125362,1772,5666,-1674,-1622,389,358,1201344,2429,16003,4139,20210.0,196314
5.00148201,2735,45477,-3380,-1007,65927,18454,2903121,8126,783,9972,114355,53037,553,874,98,3871,2217,125242,1546,6030,-1772,-1740,633,340,1201688,2053,15162,3535,19086.0,189147
5.002048969,2835,44618,-3472,-801,63772,17728,2889177,8387,610,10008,114328,51475,543,847,201,3531,2284,125493,2051,5900,-1080,-1821,495,358,1200246,2738,16411,3401,19080.0,187896
5.002616405,2703,43838,-3719,-570,65548,18595,2862307,8394,206,9237,113638,51172,497,879,159,3823,2576,125842,1976,5329,-1308,-993,471,224,1204757,2312,16274,3312,21218.0,187168
5.003183842,2970,45045,-3586,-549,66275,18300,2812923,8600,-46,8988,116028,51014,652,921,119,4035,2811,125889,1623,6129,-1638,-1293,440,204,1205158,2838,16563,2733,22755.0,190943
5.003750801,2319,42777,-3897,-801,64947,17711,2855271,8123,109,9807,110554,49821,542,822,84,3957,2104,125113,1683,5734,-2149,-1655,422,217,1205262,1816,15963,3407,21612.0,181484
5.00431776,2767,41963,-3242,-562,58554,14721,2793441,7165,932,8657,97360,47456,623,856,104,3782,1845,120880,1677,5495,-1367,-1025,348,186,1193092,2437,15545,2997,17478.0,163976
5.004885197,2370,41423,-3287,-888,55170,16805,2803084,7530,367,8275,100684,51213,555,815,76,3350,2460,124444,1706,5690,-1836,-1325,430,248,1186582,2621,15461,3010,16278.0,168812
5.005452156,2406,43489,-3913,-930,60456,17588,2910321,7278,889,9346,105332,49246,520,879,138,3902,2225,125805,1345,5507,-1501,-1545,460,325,1190176,2275,16604,3053,16891.0,176093
5.006019592,2753,45159,-3587,-879,61940,18746,2952247,7422,331,9297,110582,50275,530,816,101,3745,1985,127365,1822,6093,-1742,-1176,334,236,1189754,2616,15665,3342,15716.0,184662
5.006586552,2410,42861,-3838,-945,59083,15235,2866051,7834,713,9191,99323,47843,487,817,61,3688,1709,123119,1059,5587,-1652,-1573,436,273,1182511,3069,15005,3047,16937.0,167663
5.007153988,2458,42959,-3178,-926,55339,16290,2725574,7777,1196,8504,100846,48520,576,819,94,3565,2284,120221,1510,5472,-1047,-1176,333,180,1173024,3357,16061,2536,16895.0,170330
5.007720947,2843,44708,-3516,-754,56210,17432,2832838,7462,871,8224,107535,48641,542,873,131,3198,2163,124288,1691,6355,-1468,-1820,375,309,1171659,2522,15833,3972,17399.0,179980
5.008288383,2851,46219,-3642,-1459,61346,18490,2930498,8304,558,8609,115290,53239,520,849,64,3547,2220,127863,1953,6040,-1095,-1319,312,142,1170554,1986,15964,3541,17020.0,191154
5.008855343,2535,45108,-3954,-998,63990,18909,2946329,8038,-8,9281,110862,51351,541,915,88,3169,2096,127839,1939,6700,-1783,-1390,429,207,1171582,3105,15144,3657,17787.0,185452
5.009422779,2668,46293,-3905,-1029,59561,18439,2942568,8685,644,9493,109388,48915,426,791,92,3730,2160,129267,1591,7060,-1379,-1121,346,268,1166450,3404,16424,3229,17679.0,185473
5.009989738,2506,45937,-3309,-804,60013,19884,2774292,8535,340,9639,115963,49888,456,860,123,3651,2270,123516,1647,6148,-1394,-1570,430,376,1167197,2958,15895,3345,18126.0,192825
5.010557175,2972,47080,-3019,-774,59563,20665,2676895,8296,350,9713,125936,51834,541,1017,120,3870,2394,123009,1852,6104,-1015,-684,366,237,1169934,2499,15786,4591,19950.0,204949
5.011124134,2763,44818,-2500,-308,59154,19855,2498273,8471,799,8526,120227,51144,642,870,163,3426,2732,114409,1701,6423,-1570,-833,442,196,1165182,2425,15996,3623,19875.0,196134
5.011691093,2925,48679,-2833,-585,60946,20857,2646645,9039,487,9317,131132,51451,582,984,100,3792,2674,121000,1469,6442,-1422,-1154,379,372,1171187,2378,15912,3402,20897.0,212632
5.01225853,2838,48157,-3029,-405,62923,20906,2735903,9021,152,9230,137094,50654,556,1117,161,3953,2895,126997,1677,6764,-924,-1368,615,260,1170955,2996,16156,3338,20567.0,218016
5.012825966,2755,49277,-3560,-513,63102,21590,2814542,8761,20,8396,138010,51540,613,1054,100,3931,3023,129276,1764,6534,-1882,-1458,705,309,1173474,3315,15467,3990,20706.0,220393
5.013393402,2930,50186,-3653,-655,64882,21940,2787923,9070,571,7727,137369,51532,614,1063,55,4173,2940,129636,1925,6427,-2131,-2136,606,394,1174061,2571,16641,3539,20664.0,221495
5.013959885,2860,50936,-3362,-352,63853,22663,2714207,9554,274,7167,138975,51004,499,1000,212,4215,2782,127345,1977,6424,-879,-1329,557,311,1172888,1680,16807,3098,19917.0,224988
5.014527321,2757,45678,-3019,-326,59861,19854,2519717,8642,579,6070,117470,49905,617,915,204,3613,2403,115387,1777,6062,-1123,-1672,594,319,1167039,2708,16079,3679,18280.0,194401
5.015094757,2517,44025,-2904,-628,58041,18913,2430234,8529,680,6536,116229,49599,539,889,124,3307,2289,112811,1543,6062,-1721,-1833,470,248,1166958,2572,15568,3046,18915.0,190213
5.015661716,2690,45142,-2889,-756,58970,19624,2455406,8900,301,6128,121327,48661,583,851,122,3732,2799,117089,1358,5635,-1530,-1275,447,194,1175302,1997,15780,2960,20347.0,197683
5.016228676,2329,43417,-3300,-795,59061,18469,2460673,8819,1119,6282,115604,49763,612,1026,92,3489,2138,115209,1577,6077,-1335,-1276,413,208,1172518,2063,14963,2851,19994.0,188638
5.016796112,2747,44313,-2942,-441,59267,19145,2517768,8095,1206,7027,120216,49852,641,1268,108,3837,2135,117085,2200,5759,-1158,-1734,915,414,1177553,2597,16944,3186,20739.0,194516
5.017363548,2946,43752,-2855,-727,56827,17547,2521925,7554,714,7500,113533,49747,569,946,151,3456,2577,115449,1745,5262,-1546,-1205,619,254,1183142,2682,15649,4008,21428.0,185332
5.017930508,2573,45100,-3123,-440,60678,18999,2707810,8432,471,8380,122409,50309,598,1028,143,3765,2388,124233,1648,5597,-2036,-1421,565,415,1192230,2204,15566,2848,22222.0,197513
5.018497467,2751,42703,-3456,-451,62599,18153,2661451,8465,720,8030,115753,46888,524,871,27,3857,2469,120958,1592,5823,-1685,-1816,529,252,1188784,2424,16042,3009,20470.0,187825
5.019064903,2504,42619,-3223,-735,57817,17307,2504406,7666,721,7574,108172,47588,542,806,125,3545,2200,112385,1928,5144,-1793,-1713,533,198,1189462,2195,16125,3318,20597.0,178268
5.019631863,2962,43940,-3236,-477,61315,17622,2734808,8479,387,9631,114831,49722,533,820,147,3486,2333,121192,2201,5766,-1632,-2131,527,384,1190036,2856,15457,3194,19665.0,187834
5.020199299,2454,41157,-3304,-985,57819,15752,2511980,7489,1039,8704,101946,50486,509,771,92,3305,2066,109331,1517,5452,-1698,-1378,541,253,1277827,2064,16196,3308,18419.0,168798
5.020766258,2392,39589,-2824,-670,57008,15920,2493576,7403,697,8483,99312,51062,604,808,67,3484,2427,109255,1735,4879,-2144,-1356,273,215,1271909,1870,16289,2779,17492.0,164616
5.021333694,2057,34538,-2871,-919,54433,13817,2291848,6398,1206,7301,87914,48376,533,811,83,3116,2308,100778,1525,4939,-1357,-1351,519,312,1266438,2429,16336,2859,14841.0,144724
5.021900654,2066,35767,-3009,-677,55035,13889,2363663,5585,1317,7697,86364,49134,527,711,157,3132,1981,102617,1335,5071,-2022,-1943,388,277,1268059,2337,15551,3004,16201.0,143671
5.02246809,2023,34797,-3168,-1078,55009,12490,2519918,5335,1331,8093,83936,50349,398,629,96,3060,1892,105359,1331,4648,-2022,-1943,432,266,1272737,1726,16550,3206,13791.0,138581
5.023035049,1906,35405,-3367,-1162,57074,13018,2691235,6281,1090,8640,87481,48381,610,793,143,3015,2122,111436,1718,5237,-2313,-2326,326,378,1273358,1876,16018,2868,14923.0,144091
5.023602486,1870,37108,-3646,-1334,59369,13475,2821695,6637,708,9702,89160,49168,634,795,157,3304,2173,116263,1309,5493,-1446,-1411,413,219,1271515,2069,16532,2729,14373.0,148250
5.024169445,1920,36827,-3796,-804,57765,13503,2750661,6236,1074,9052,87098,48566,641,729,198,3277,1687,112165,1461,5086,-2571,-2476,505,363,1268679,2081,16456,3034,14278.0,145584
5.024736881,1882,35926,-4003,-1080,57124,12295,2790648,6678,1015,8906,85107,50002,530,842,206,3563,1699,112839,1862,5551,-1196,-1654,488,288,1265326,2116,15614,2559,12955.0,141888
5.025303841,1835,37256,-4119,-729,61462,12523,3030932,6460,754,10325,88194,50784,547,810,126,3276,2173,120426,1049,5438,-2162,-1816,492,273,1271101,1497,16811,2427,12386.0,146268
5.0258708,2057,39172,-4112,-1348,57423,12760,3024729,6855,673,10381,90042,53533,542,786,108,3534,2026,119774,1545,5677,-1987,-1900,333,278,1272246,1868,15862,3235,13505.0,150886
5.026438236,2040,38241,-4110,-1175,60101,13081,3043746,6374,884,10191,91103,52040,470,701,85,3193,1928,122436,1244,5215,-2128,-1424,503,300,1271040,1842,15741,2904,13322.0,150839
5.027005672,2002,39340,-3900,-922,60323,12702,2998405,6409,793,9827,89687,51874,471,648,125,3467,1527,121163,1532,5549,-2216,-2179,426,242,1265843,1975,16664,2735,12925.0,150140
5.027572632,2296,41536,-3929,-1346,57963,13296,3018206,7514,949,10481,96179,50847,519,825,170,3642,2007,122262,1170,5900,-1371,-1168,442,273,1264772,2601,16442,2955,13358.0,160821
5.028139591,2271,42326,-4013,-1323,57894,13369,3007136,6653,395,9657,94040,53884,487,748,125,3584,1935,122600,954,5918,-2013,-2211,528,198,1262087,2088,16900,3265,13604.0,158659
5.028707027,2634,42626,-4156,-1538,57315,14099,2963348,7549,514,9480,98319,49432,511,757,77,3551,2064,121032,1527,5992,-1963,-2087,348,245,1263015,2594,16262,3233,14039.0,165227
5.029274464,2269,41689,-4316,-1515,61912,13658,2982722,6577,523,9409,97204,51932,477,730,82,3887,1628,123413,1353,5752,-1843,-1945,494,345,1263358,2259,17013,3084,17075.0,161397
5.029841423,2392,39890,-3881,-1176,59897,13371,2899240,7377,586,10269,91337,51092,493,773,155,3627,1953,121466,2234,5841,-1520,-1287,493,324,1260524,2310,16737,2961,15656.0,154367
5.030408382,2322,40702,-3648,-1218,59713,14315,2920858,6692,275,9468,94347,55292,479,720,104,3556,1717,120429,1380,5594,-1794,-1434,534,385,1267945,2759,16136,4306,14641.0,158378
5.030975819,2488,39646,-3857,-1469,61917,14239,2902562,6724,15,10193,100167,51650,486,819,78,3631,1955,121573,1272,5330,-1255,-470,432,254,1264730,2863,15552,3350,14549.0,163264
5.031543255,2045,40122,-4061,-1129,61501,14309,2923161,6544,149,9489,103725,51872,437,718,97,3730,1600,120952,1917,6194,-1628,-1241,395,196,1271056,2804,16197,3819,16234.0,166745
5.032110214,2403,42323,-3721,-611,62402,16218,2967017,7480,-275,9896,108764,50532,481,915,59,3575,1904,122449,1829,5618,-1200,-1246,462,175,1278402,2648,16989,2567,15937.0,177188
5.032677174,2419,42227,-3627,-881,59900,15892,2936233,6959,-37,10300,105791,47408,422,850,65,3701,2420,119872,1390,5909,-936,-791,647,183,1280677,2731,16851,3871,16971.0,173288
5.03324461,2665,42578,-3833,-884,58276,15645,2921555,7978,186,10661,110646,48939,535,858,152,3827,2390,119184,1730,5761,-1761,-1258,553,327,1282475,2138,16589,2953,18501.0,179512
