Age_Ma,C. wuellerstorfi13C,Al_Area,Si_Area,P_Area,S_Area,Cl_Area,K_Area,Ca_Area,Ti_Area,Cr_Area,Mn_Area,Fe_Area,Rh_Area,Cu_Area,Zn_Area,Ga_Area,Br_Area,Rb_Area,Sr_Area,Y_Area,Zr_Area,Nb_Area,Mo_Area,Pb_Area,Bi_Area,Ag_Area,Cd_Area,Sn_Area,Te_Area,Ba_Area,T_Area
7.684,1.204,3102,58501,-4738,-788,60770,16039,3382607,8431,837,5646,112974,48776,526,984,251,4017,2333,118294,1514,5667,-2116,-2316,642,359,1854452,2508,18145,3387,22098,199047
7.692,1.274,2514,48186,-3321,-164,52243,15143,2896111,7019,887,5385,91051,43769,491,858,145,4053,2494,109885,1443,5064,-2511,-2836,558,398,1824277,2087,17744,3517,18653,163913
7.699,1.158,3394,62207,-3408,195,60154,21418,3145899,8444,955,6544,112716,48507,419,942,141,3743,2844,110577,1896,5499,-621,-1988,295,356,1832292,2300,18466,2611,20705,208179
7.705,1.054,4532,83358,-2368,-115,52557,41293,2818237,10334,851,6008,131790,48847,539,1211,188,3708,4524,103538,2381,7362,-1283,-1793,574,256,1854650,2454,17856,2903,24271,271307
7.712,1.16,3225,57136,-3254,-208,54114,18522,3060352,7883,861,5511,114539,49093,578,916,119,3517,2124,106069,1429,5186,-1775,-1879,405,287,1849825,2093,18350,2746,20384,201305
7.718,1.024,3717,61647,-3229,30,55387,21153,3233380,9317,461,5561,131449,50625,528,984,129,3440,2369,112330,1803,5783,-1272,-1647,362,221,1845175,2718,17311,2175,22944,227283
7.724,1.247,3583,58124,-3241,-133,54251,18502,3109810,8912,1190,5104,122413,48559,557,1143,154,3592,2175,111471,1832,5486,-1191,-2569,544,338,1848852,2041,18285,2727,24888,211534
7.731,1.207,3211,55172,-4000,-150,58658,17333,3346642,8006,974,5919,110879,49643,634,1062,47,3808,2740,112601,1365,5654,-2223,-2420,468,287,1835718,2347,17548,2956,22065,194601
7.737,1.005,3248,56462,-3478,-446,49424,16956,3149319,8234,1176,4825,109430,48829,482,858,104,3553,2229,106594,1704,5729,-1955,-3231,449,386,1835598,2493,19314,2464,20905,194330
7.744,1.091,3876,63968,-4090,-323,53196,19965,3448023,9676,846,6142,131208,50603,676,1155,223,3614,2415,117433,1864,4840,-1726,-2063,496,296,1850221,2379,18282,2902,23341,228693
7.75,1.12,3290,56956,-4420,-769,51441,16308,3272404,8389,1174,5526,110414,50255,496,869,118,3408,2108,109822,1304,5062,-2061,-1854,561,255,1841219,1513,17334,2819,19883,195357
7.756,1.14,3649,61121,-3481,-196,52990,21551,3137333,9124,1100,5464,119499,46155,542,1006,151,3518,2649,107548,1698,5020,-1523,-1906,482,313,1847798,2863,18287,3099,22554,214944
7.763,1.113,4019,62614,-3651,-253,52402,19876,3130619,9265,177,5451,125241,47185,566,1038,162,3628,2464,109691,2316,6092,-1925,-2261,542,320,1839582,1821,18548,2476,28280,221015
7.769,0.82,3801,60151,-3687,-449,52397,17929,3162758,7958,917,5359,122063,50592,595,1038,121,3668,2063,108723,1530,5478,-1707,-2853,566,283,1840847,2304,18198,3005,26028,211902
7.776,0.825,3180,60125,-3712,-341,50663,19425,2959409,8783,1016,4638,121426,45710,679,1003,113,3493,2545,101957,2032,5555,-2590,-2942,540,329,1832235,1990,18165,2890,24823,212939
7.782,0.764,3845,72309,-4519,-825,54919,21664,3264063,11050,363,5321,158542,47992,743,1265,57,3806,2959,118799,1567,6222,-1903,-2115,696,299,1857213,2377,17832,4110,30359,267410
7.788,1.201,3939,64666,-3813,-616,57284,18799,3294867,9714,936,4944,135832,50171,651,1131,70,3683,2839,117356,2008,6253,-771,-1703,428,140,1856701,1871,18941,3290,28067,232950
7.795,1.227,3009,57042,-4263,-885,51010,16107,3136115,8130,1142,4902,112937,46772,621,865,111,3557,2120,106909,1412,5181,-2908,-2360,364,379,1836608,2112,18013,2915,21932,197225
7.801,1.101,2443,50988,-3915,-982,45020,14838,2767585,6637,1094,4507,84753,44435,510,890,48,2830,1826,95699,1571,4146,-2020,-1733,356,183,1814832,1611,18163,2712,16617,159659
7.808,1.111,2563,49265,-4214,-1136,48688,10171,2959799,6377,409,4697,94324,49475,590,820,122,3592,1486,101588,1647,4765,-2726,-2540,437,330,1841985,2691,17513,3603,23843,162700
7.81,1.064,2394,43719,-2815,377,55657,14964,2787545,6565,894,4704,86806,43336,615,872,63,3712,1562,100202,1294,4887,-2576,-2213,445,365,1842654,2147,17871,2591,18845,154448
7.817,1.03,3120,55176,-3447,453,57952,18206,2975087,7137,924,4943,102609,48693,562,958,123,3984,2378,106833,1395,4891,-1888,-2211,433,283,1838306,2553,18035,2751,21549,186248
7.823,0.982,1558,32497,-1980,671,38504,8902,2171674,3339,1418,3086,52989,40863,458,576,46,2696,1042,70712,1122,3192,-2892,-1681,403,188,1815577,1738,16104,2097,11274,99285
7.83,0.977,2776,52474,-3307,219,52718,16401,3041289,6766,1632,5373,95406,46422,751,748,113,3645,1707,98727,1166,4330,-3439,-2177,503,405,1838857,2042,16977,2457,16344,173823
7.836,0.954,2981,60639,-3501,271,53402,22808,2833442,7117,1659,4868,99804,48233,591,970,70,3624,2442,99155,1382,4665,-2635,-2833,412,355,1853495,2389,18160,2544,19313,193349
7.842,1.077,4225,82885,-2796,137,55037,36759,3065758,9054,1106,6524,113469,49911,666,985,181,4198,3250,105520,1839,6269,-2646,-2331,552,347,1864327,2608,19247,3447,21066,246392
7.848,1.074,4765,90978,-2956,5,52973,40752,2911396,8830,852,6643,112528,47977,648,967,131,4450,3697,101386,1273,5786,-2611,-2434,616,356,1869328,2795,18493,2577,20482,257853
7.854,1.159,3141,57593,-4242,-210,58252,15330,3400973,6911,748,6453,89269,49877,585,833,168,4651,1708,108356,1737,4993,-2287,-1701,455,153,1854693,2800,18491,3111,15580,172244
7.855,1.15,2510,44211,-4184,-663,55654,11171,3292040,6671,387,6298,84932,54558,579,717,131,3469,1441,103658,1336,4996,-1549,-666,499,223,1335883,2632,16374,4032,19213,149495
7.862,1.068,1967,40177,-4572,-1133,52669,8986,3242606,5189,373,6205,70945,54148,448,815,125,3600,1818,102295,1329,4870,-1084,-863,492,247,1372167,2922,16777,2669,17996,127264
7.865,1.013,2366,46945,-3772,-545,53775,12042,3266880,6899,243,5537,88764,53945,580,820,124,3358,2037,105631,1060,4670,-2243,-1705,353,366,1373014,3088,16287,3187,20014,157016
7.87,0.852,2458,48755,-3352,-556,52059,14160,2810788,6152,887,5894,87221,50837,425,696,95,3614,2412,97369,1703,5060,-1703,-1242,484,213,1337817,2309,16787,3300,24218,158746
7.874,0.787,2387,48849,-4257,-1255,55472,10430,3154373,6773,111,6204,84377,53659,554,772,117,3737,1269,99484,1950,4846,-1632,-1005,345,377,1312881,3232,16191,4374,27486,152816
7.878,0.848,2151,42136,-4345,-1185,55202,8462,3167902,6389,793,6936,73833,51826,541,764,112,3668,2008,101720,1656,3865,-1633,-1552,539,303,1357577,2464,17186,3033,23976,132971
7.878,0.733,2151,42136,-4345,-1185,55202,8462,3167902,6389,793,6936,73833,51826,541,764,112,3668,2008,101720,1656,3865,-1633,-1552,539,303,1357577,2464,17186,3033,23976,132971
7.883,0.55,2317,47339,-3974,-879,46955,13053,2995202,6787,575,5849,84364,52418,396,760,105,3152,1495,94502,1429,5095,-1048,-1285,251,296,1347023,3038,15448,3678,24572,153860
7.887,0.55,3215,60136,-3774,-779,49941,17706,3000043,8878,341,6105,131069,52776,531,1002,117,3687,2510,105138,1614,5105,-997,-1355,339,265,1356355,2648,16894,3076,30986,221004
7.891,0.762,2973,50139,-3296,-1060,48145,13209,2786357,8681,-73,4958,111187,45496,561,987,74,3523,1979,106539,1842,5948,-974,-688,353,213,1352171,2275,17075,3128,30410,186189
7.895,0.741,2638,44646,-3262,-857,44158,11152,2491998,7477,125,4418,93538,46074,535,770,72,3727,1872,98877,1046,4391,-1317,-1334,265,246,1280200,2401,15292,3043,25079,159451
7.9,0.569,2447,50222,-4092,-1328,51231,16047,3150265,7885,17,5432,105795,49056,816,1018,78,3557,2003,109127,1971,5293,-1580,-1256,563,287,1370632,2333,16395,3444,25574,182396
7.903,0.477,3305,58124,-2948,-470,51661,23278,2739208,9531,1033,4431,127913,46644,511,1011,162,3277,2921,107400,1409,5580,-828,-722,450,201,1337316,2279,16283,2973,27334,222151
7.909,0.774,2922,50566,-3007,-506,52143,15139,2763720,8440,993,3935,106748,52197,703,1062,110,3578,2178,102010,1755,5527,-1317,-1267,497,286,1336811,2319,15291,3199,30208,183815
7.914,0.7,2492,45534,-4104,-614,51144,12595,3174027,6718,38,5967,83899,54629,2796,1257,34,3431,2138,101934,2152,4462,-1094,45,870,285,1375269,2437,16455,3577,24315,151238
7.92,0.58,3612,63570,-2853,-178,53406,23364,2835074,10728,753,5157,152837,51783,545,1076,158,3781,2632,106788,2186,6319,-640,-1176,307,276,1383917,2858,16263,3680,30763,254111
7.922,0.702,3546,58910,-3184,-402,51643,20532,2946012,9710,651,4727,138539,54522,580,1064,133,3825,2694,113637,2311,6742,-1283,-1135,375,351,1383203,2873,17327,2702,34175,231237
7.926,0.785,3056,51790,-3739,-647,55625,16252,3169164,9002,420,6242,111972,52337,619,860,88,3369,2528,112677,1531,4495,-1819,-1020,355,248,1371557,2873,17336,3391,31633,192072
7.933,0.809,2215,42443,-3439,-1250,46638,11293,2966099,6891,794,5770,76181,54053,404,767,81,3294,1479,98597,1597,4635,-1562,-1192,301,310,1300214,2209,15958,3425,22181,139023
7.935,0.817,2604,46766,-4155,-1168,49997,12912,3106396,7357,393,5859,92854,54392,441,739,108,3308,1185,103759,1348,5331,-980,-1136,322,187,1312839,2413,16963,3023,22147,162493
7.939,0.901,2408,44167,-3866,-1024,48528,11130,2940162,6558,114,5205,81100,52324,481,882,142,3047,1476,102566,1445,4993,-741,-848,486,185,1333820,1908,15666,3838,21815,145363
7.945,0.87,2275,40761,-4504,-1104,52243,8899,3065624,4901,93,5643,74171,51686,454,731,62,3353,1633,107894,1274,4939,-2005,-1685,383,185,1363931,2844,16289,3179,21894,131007
7.948,0.845,2016,39623,-4724,-920,52646,9241,3124623,5579,250,6162,76124,52213,442,782,76,3433,1551,104443,1611,4272,-1903,-1556,335,197,1349915,2474,16316,3500,19141,132583
7.952,0.821,2364,40044,-5118,-1363,51707,8997,3392133,5431,-190,6699,68098,52400,698,834,88,3046,1280,99871,1210,4599,-1314,-728,363,175,1327897,2710,15955,2706,16472,124934
7.959,0.74,2104,40446,-4528,-975,49124,9121,3188545,6427,188,6497,81501,50933,395,776,42,3242,1349,100745,1845,4785,-1047,-1144,400,304,1345075,2869,15994,3359,20928,139599
7.961,0.78,2097,41381,-4170,-1137,50055,10173,3110557,6063,-290,5453,81950,51348,486,1082,84,3494,1422,99352,1616,4764,-634,-1083,375,212,1356671,2670,16857,3851,21818,141664
7.965,0.784,2737,43447,-5229,-1272,53167,9552,3179668,6302,-103,5983,85684,50366,432,745,101,3652,1629,102349,2082,5177,-1659,-1386,471,264,1363293,2442,17195,3990,23505,147722
7.975,0.621,1663,32362,-4219,-86,55934,6563,3135020,4215,824,6939,58462,43937,556,788,109,3614,1194,96974,1165,4345,-2047,-1758,430,207,1821196,2401,17342,2865,12542,103265
7.981,0.705,2471,47471,-4509,-202,62424,12343,3472207,6611,284,6366,89627,47530,564,837,103,3612,2155,109931,1845,5004,-2629,-2293,404,324,1847268,2412,18290,2961,17416,158523
7.983,0.65,2629,46635,-4296,-1054,55712,12448,3295658,6909,378,6645,96118,50441,481,765,87,3739,1629,108593,2471,5279,-1348,-1704,424,380,1130926,2719,15433,4025,22159,164739
7.985,0.716,2497,49498,-4502,-647,53380,13378,3233655,7532,-62,6042,108103,52113,528,793,148,3489,2189,113211,1636,5405,-1948,-1168,477,329,1139026,2967,15141,3958,25077,181008
7.99,0.757,2880,48419,-4397,-1137,51914,12257,3316209,7503,67,5120,98020,51091,607,726,47,3688,2014,120920,1365,5755,-2150,-1171,399,310,1149384,2335,14706,2810,24450,169079
7.994,1.019,1815,35025,-6164,-1462,54009,6087,3606778,4218,-109,6657,54965,50384,512,622,92,3114,989,112637,1445,4377,-2344,-1479,388,250,1127371,2659,14379,3616,16111,102110
7.998,1.093,1572,33231,-5981,-1413,53929,3448,3435536,3718,-2,6344,46355,48786,975,706,29,3164,1130,104690,1127,4272,-1763,-464,516,441,1085563,2278,13691,4211,15148,88324
8.002,0.897,1997,38219,-5445,-1612,53114,7022,3387946,5154,54,6293,73393,50855,449,728,74,3564,1538,107672,1206,4907,-1893,-1192,415,388,1113745,2315,14267,3587,18505,125785
8.007,0.891,2385,42490,-4531,-1258,54144,8918,3260674,7100,21,5931,87543,51868,567,721,43,3401,1768,112996,1481,5192,-2118,-1080,480,260,1138199,2162,14652,2769,26508,148436
8.011,0.803,2334,43674,-4782,-1464,54379,8844,3357047,6609,-18,6548,86302,50986,544,696,50,3638,1774,112120,1165,4632,-2021,-1027,492,224,1134756,2892,13252,4231,23294,147763
8.017,0.948,2089,38769,-5268,-1570,53307,7202,3385995,5868,115,5801,72610,49509,642,767,23,3589,1702,109627,1491,5391,-1738,-721,582,161,1136039,2295,14345,3449,18407,126538
8.024,0.873,2267,39428,-5380,-1838,57234,7471,3395906,5210,132,6194,83186,48835,508,630,94,3584,1339,110008,1310,5119,-2249,-1248,482,233,1099485,3050,13766,3947,20122,137562
8.031,0.954,2266,41211,-5705,-1880,54675,6946,3392608,5836,-129,6121,76147,49349,455,609,126,3019,1321,111432,1745,5227,-1192,-976,295,199,1141502,2651,14581,3384,22686,132406
8.039,0.97,1933,35955,-4015,-445,55944,10823,3302968,6009,179,6584,75085,51527,864,707,143,3750,1246,110738,1869,5064,-1868,-1217,438,474,1350993,2637,15878,2971,19780,129805
8.046,1.154,1834,37705,-4702,-820,59080,10027,3397075,5358,809,6826,75146,51893,502,788,129,3518,1140,107561,1503,4621,-1110,-601,492,296,1362434,2982,16112,3186,18945,130070
8.052,1.133,2271,41455,-3970,-389,58301,11576,3346296,5406,-31,6586,85885,51947,603,838,61,3763,1934,107700,1536,5008,-1617,-942,466,213,1385670,2974,16567,3460,21917,146593
8.059,1.085,2550,43871,-4255,-809,53908,11919,3361634,6231,454,6469,89896,52145,600,821,96,3636,1800,107834,1802,4882,-1942,-1499,579,384,1381085,3430,16342,3951,21814,154467
8.066,0.923,2785,45322,-4201,-748,57996,12389,3385366,6841,569,6004,92677,52171,484,854,241,3711,2356,106235,1641,5186,-793,-1011,514,234,1384959,2523,16688,4041,21231,160014
8.072,0.849,2556,43902,-4071,-487,57048,12545,3388951,6332,223,6773,89487,52571,405,702,79,3407,1665,107706,1429,5097,-1261,-1557,379,292,1372652,2813,17778,3298,20724,154822
8.079,1.048,1953,37354,-4249,-497,57205,9678,3284641,5679,35,5955,73974,52763,385,780,131,3252,1411,101666,2080,5234,-439,-672,314,157,1334520,2654,15437,3357,17001,128638
8.085,0.866,2544,45206,-3771,-489,55669,15666,3226187,6541,615,6637,89841,53540,427,812,105,3335,1756,102450,1368,5668,-1150,-904,573,202,1348823,2002,15808,3487,18147,159798
8.092,0.95,3165,60305,-3146,-483,55928,29237,2878848,7700,502,6440,97208,49608,375,856,130,3624,3303,99358,2185,5849,-1115,-1373,559,299,1369356,2608,17266,3783,22412,197615
8.098,0.912,3820,89216,-2331,-502,50623,61591,2319486,8078,648,6538,112084,48453,480,1166,175,3654,6268,89571,2020,7569,172,-1153,1000,168,1384429,2708,16941,3706,21839,274789
8.099,0.801,4405,98831,-1861,-153,50178,67502,2201513,8815,1011,6237,114431,46275,469,1276,197,3593,6160,86997,2006,7322,-682,-846,960,331,1387875,2257,17597,3261,21915,293984
8.1,0.801,4099,89375,-2230,-314,51818,68732,2171987,8462,596,6608,115388,48664,494,1395,212,3967,8192,80142,2687,8635,35,-374,1119,352,1388382,2252,18063,4278,21981,286056
8.101,1.024,4099,89375,-2230,-314,51818,68732,2171987,8462,596,6608,115388,48664,494,1395,212,3967,8192,80142,2687,8635,35,-374,1119,352,1388382,2252,18063,4278,21981,286056
8.102,0.926,3623,83420,-2505,-456,53257,59270,2387491,7972,1000,6571,107058,49918,415,1172,124,3746,6836,84610,1799,7553,-334,-1325,914,243,1381601,2770,17155,3787,21983,261343
8.106,1.083,1751,34573,-4621,-843,59696,8109,3297293,5112,525,6453,66854,49604,356,674,89,3413,1270,101518,1447,5308,-488,-1137,409,189,1356168,2502,16802,2903,16203,116399
8.109,0.81,1979,36417,-4913,-1085,58814,8375,3279527,5298,612,6265,72431,49807,363,667,108,3571,1495,101146,1840,4728,-1337,-1416,490,350,1350519,2114,15665,4290,17766,124500
8.113,0.968,2295,40385,-4624,-1002,56008,9889,3365330,5933,974,6838,80630,53387,469,692,101,3476,1133,101837,1627,5809,-1562,-1270,510,234,1326142,2561,15837,3750,18222,139132
8.115,0.944,2045,41920,-4888,-1020,57773,11265,3314640,6205,728,7019,78707,52345,402,848,69,3371,1857,101480,1774,5705,-459,-757,459,228,1330373,2667,15535,3900,19837,140142
8.119,0.986,2139,38362,-4471,-685,61658,10532,3286425,6054,69,6836,82863,49433,469,778,93,3635,1422,103721,2035,4612,-1252,-1183,453,448,1357101,2609,15955,3827,20393,139950
8.122,0.964,2167,41314,-4455,-957,57516,9869,3262728,5949,905,6545,81259,51024,435,779,91,3342,1811,102940,1674,4311,-1029,-1276,528,332,1367834,2942,15456,4419,21658,140558
8.126,1.122,2330,40202,-5114,-926,58054,9408,3338943,6113,419,6519,84380,50804,408,755,90,3420,1776,105600,1282,5141,-1281,-913,329,136,1360100,2605,16405,3830,19545,142433
8.128,1.031,1881,37921,-4526,-1045,57319,9019,3354322,5824,590,6299,79202,52927,458,764,192,3546,1798,104149,1539,4854,-1262,-1261,437,259,1367774,2691,16309,3556,18438,133847
8.132,1.129,1927,38300,-5730,-1468,55030,8248,3399163,5522,112,5770,68110,51126,831,748,108,3410,1689,102696,1215,5209,-1942,-1364,720,361,1365113,3237,16557,3587,17005,122107
8.135,1.079,2155,37764,-4965,-1205,58088,8158,3453734,5224,663,6406,74877,52094,406,732,188,3455,1588,104491,1310,4178,-857,-689,364,229,1367986,2343,16142,3604,18932,128178
8.142,1.05,2181,39861,-5217,-1048,58691,7990,3488748,5480,-172,6903,75734,50921,417,775,89,3153,1555,104515,2187,4898,-1059,-1665,423,249,1364320,3043,15907,3460,19741,131246
8.145,1.052,2470,39810,-5502,-1461,57603,8167,3491324,5081,-121,7565,71147,50970,408,660,88,3401,1686,102364,1949,5074,-1601,-1734,385,287,1331656,2163,16063,3238,20778,126675
8.147,0.94,2295,39131,-5138,-1347,55108,8407,3384105,5830,-180,7191,74620,52361,453,709,158,3295,1471,100524,1288,5022,-942,-1249,446,241,1328858,2603,15653,3383,20805,130283
8.149,0.973,2426,39654,-5430,-1464,54787,7010,3455721,5672,-380,6990,67623,49886,683,1134,203,3026,1359,100506,1325,4943,-1348,-1084,406,234,1358569,2503,16488,2847,21006,122385
8.152,1.019,2400,43845,-4696,-1233,56257,9502,3339895,6934,542,7294,85625,52738,437,712,104,3213,1495,103314,1555,5190,-1030,-1558,360,219,1401018,2433,16768,3404,23411,148306
