Age_Ma,C. wuellerstorfi13C,Al_Area,Si_Area,P_Area,S_Area,Cl_Area,K_Area,Ca_Area,Ti_Area,Cr_Area,Mn_Area,Fe_Area,Rh_Area,Cu_Area,Zn_Area,Ga_Area,Br_Area,Rb_Area,Sr_Area,Y_Area,Zr_Area,Nb_Area,Mo_Area,Pb_Area,Bi_Area,Ag_Area,Cd_Area,Sn_Area,Te_Area,Ba_Area,T_Area
5.75,0.169,3513,55834,-3337,-889,53659,21464,2727792,9821,236,8910,133861,49779,593,884,260,4054,2554,117193,2440,6701,-1310,-1522,509,328,1372778,2658,16626,3170,27425,224493
5.756,0.057,3143,53109,-2765,-675,49772,20653,2373292,8769,870,8637,123341,50329,480,899,138,3580,2806,99794,2170,5800,-965,-1002,456,200,1359416,2234,16353,4014,23321,209015
5.763,-0.148,4602,76077,-3167,-698,48761,38936,2515894,11648,446,9923,163756,47362,616,1260,226,3920,4557,111937,2140,7091,-1063,-983,768,322,1375925,2475,16501,4262,27849,295019
5.766,0.003,4418,68500,-3570,-1157,46648,27224,2577332,10771,237,9497,166345,50640,619,1585,13,3874,3033,116119,2162,6879,-72,-872,677,239,1364686,2738,17392,3370,28279,277258
5.769,0.22,4123,59997,-3519,-1245,49613,22404,2770312,10712,542,10608,148368,49858,532,1015,212,3880,2964,117442,1857,6740,-1178,-1328,576,270,1363131,1844,16383,3119,25718,245604
5.769,0.252,4123,59997,-3519,-1245,49613,22404,2770312,10712,542,10608,148368,49858,532,1015,212,3880,2964,117442,1857,6740,-1178,-1328,576,270,1363131,1844,16383,3119,25718,245604
5.776,0.187,2535,43959,-3583,-1089,50035,16018,2730410,7918,707,9939,113313,52527,513,958,104,3776,2295,109076,1556,5981,-1087,-1451,387,218,1355691,2620,16029,2813,22666,183743
5.778,0.197,2451,39206,-2916,-726,49192,14114,2410225,6995,1020,8604,96685,52717,514,878,58,3186,1432,97368,1695,5514,-1070,-925,964,198,1330055,2090,16672,3369,20023,159451
5.784,0.248,2643,44574,-3474,-657,55161,17276,2879537,7970,522,10729,108736,52999,496,765,159,3380,1884,109876,1756,5705,-1335,-1382,533,302,1296084,2583,16153,3109,20291,181199
5.79,0.215,2595,44642,-2915,-831,53283,17461,2720030,8469,322,10886,110299,52496,432,886,198,3631,1995,111811,1845,5944,-295,-1255,230,297,1345529,2601,17400,4107,22541,183466
5.796,0.182,2625,45545,-3364,-922,53827,15457,2805666,9051,639,10680,111701,50318,491,835,212,3467,2445,113377,1928,6327,-1503,-1770,476,331,1378434,2539,18100,3653,28225,184379
5.801,-0.052,2881,47726,-3784,-1178,51732,17001,2824936,7987,440,9376,114911,53895,502,840,111,3698,2143,113944,1851,6212,-1523,-1474,346,348,1373776,3046,17094,2893,24531,190506
5.807,-0.39,2823,49935,-3213,-948,49017,19742,2654502,8184,277,7894,122353,49054,554,866,94,3515,2204,113020,1460,5893,-1843,-1559,493,252,1373837,2696,16204,3463,22857,203037
5.813,-0.434,3120,48436,-3314,-792,54612,18852,2899225,9519,557,8631,115701,51288,844,1512,95,3816,1969,130776,2108,7090,-453,-523,512,181,1360120,2064,17944,4218,28856,195628
5.819,-0.108,4126,56659,-3480,-1012,52362,22409,2695843,10321,328,6232,147163,51826,680,1043,149,4169,2764,124306,2784,6759,-596,-334,626,154,1315318,2152,17565,3819,30697,240678
5.823,-0.004,3283,51605,-2993,-358,54568,20376,2487800,9759,1076,6118,133788,49826,715,917,62,3712,2509,114401,2349,5911,-1827,-1503,699,199,1329443,2191,17097,3475,28293,218811
5.829,-0.127,2973,49759,-2988,-675,51547,19608,2676856,8674,912,7571,121086,50476,772,841,90,3703,2311,117198,2409,5712,-2211,-1198,587,248,1347457,2324,16879,2958,22316,202100
5.834,-0.04,2899,50246,-2779,-517,49985,21504,2533103,9465,1790,6626,134748,49464,819,969,136,3612,2630,116979,2216,6247,-1807,-1806,592,199,1325769,2112,17363,2546,20255,218862
5.84,0.173,3158,52232,-2969,-659,51975,20137,2577201,9808,1671,6174,136860,49236,782,1228,107,3728,2403,118233,2443,5286,-1595,-1189,588,227,1336185,2059,16680,3741,22639,222195
5.848,-0.096,3539,55898,-3213,-787,51444,21076,2779841,9895,783,7594,136223,53831,860,981,94,3844,2674,126927,2645,6060,-2373,-1142,548,226,1349119,2556,16719,4048,25344,226631
5.854,0.023,3334,52413,-2541,-110,52662,21067,2618473,9338,899,7828,133754,52414,1549,1134,111,3806,2217,122604,1985,5746,-2135,-333,568,366,1298225,2239,16944,3100,24197,219906
5.859,0.117,3226,53993,-3378,-613,54695,20741,2880018,10674,418,7634,130948,50090,1396,1064,47,3987,2774,129609,2564,6283,-2246,-1251,428,352,1325516,2091,17519,3453,25801,219582
5.865,0.018,3017,47313,-3493,-1040,52596,17048,2809225,8171,605,7850,108109,52749,6721,1024,86,3795,2130,120700,2041,5457,349,211,1485,306,1351350,3259,17417,3680,27179,183658
5.871,0.213,2837,48152,-3833,-965,54172,17193,3008835,7834,1229,9381,106032,51372,1992,840,65,3594,2219,127049,2164,5404,-1089,-61,686,260,1350343,2597,16199,2814,20992,182048
5.877,-0.262,3126,50968,-3232,-789,51579,17085,2972885,7974,118,7957,112743,51093,986,1198,93,3618,2149,124911,2137,5699,-1593,-1099,592,138,1346672,2207,17444,3155,20747,191896
5.882,-0.109,3519,53204,-3126,-564,55247,20424,2909447,8932,321,7896,131798,52145,813,953,119,3685,2828,124248,1573,5690,-2309,-1432,524,440,1320432,2364,17129,3344,22287,217877
5.888,0.126,3331,52530,-3561,-782,54337,19031,2768748,8958,951,7932,124889,50336,678,773,67,3556,2609,122437,1701,5476,-1944,-1554,315,233,1308696,2431,17342,3535,22959,208739
5.888,0.136,3331,52530,-3561,-782,54337,19031,2768748,8958,951,7932,124889,50336,678,773,67,3556,2609,122437,1701,5476,-1944,-1554,315,233,1308696,2431,17342,3535,22959,208739
5.894,-0.467,3271,54948,-3576,-806,48723,20034,2936629,9098,694,9781,125086,51209,766,1001,111,3454,2121,126125,1919,5958,-1981,-1241,390,402,1350299,3252,17243,3723,20630,212437
5.9,0.078,3788,61534,-3439,-1048,50024,26111,2678942,9370,517,7923,132176,49791,975,1037,146,3701,2595,120638,1937,6743,-1532,-979,548,241,1364704,2585,16932,3659,24581,232979
5.905,-0.067,3883,66449,-3295,-1338,52805,28661,2714041,10321,1243,7210,131283,51174,1338,1053,193,3948,3473,124950,1897,6631,-1328,-970,440,133,1353433,2237,17338,3738,24035,240597
5.911,-0.158,4754,81631,-2473,-975,45115,42008,2276995,8621,1142,9723,112140,50561,2594,1021,75,3904,4838,105100,1795,6230,-829,179,670,339,1362638,2459,17830,3927,29833,249154
5.911,-0.236,4754,81631,-2473,-975,45115,42008,2276995,8621,1142,9723,112140,50561,2594,1021,75,3904,4838,105100,1795,6230,-829,179,670,339,1362638,2459,17830,3927,29833,249154
5.917,-0.237,2994,50262,-4093,-1346,54985,14526,3008009,7946,42,9573,108261,50493,849,857,51,3583,1909,124004,2360,5672,-2091,-1269,313,193,1319194,2296,17287,3813,27613,183989
5.923,-0.626,2822,49926,-4547,-1898,51906,15586,3029140,7715,529,7723,109500,50906,750,939,100,3263,1925,131182,1731,5964,-1432,-1182,348,239,1297762,2378,18357,3158,23417,185549
5.923,-0.56,2822,49926,-4547,-1898,51906,15586,3029140,7715,529,7723,109500,50906,750,939,100,3263,1925,131182,1731,5964,-1432,-1182,348,239,1297762,2378,18357,3158,23417,185549
5.928,-0.46,3739,58974,-3848,-1317,53218,20214,2752552,10336,526,5034,144847,50943,703,1092,97,3905,2784,130553,2071,6555,-1497,-1484,482,244,1327165,2461,17441,3716,27952,238110
5.934,-0.126,3589,57482,-3876,-1354,50123,18404,2664999,10004,739,4957,138971,48429,2748,1353,35,4009,2169,128625,2428,6307,-1229,-104,660,262,1370020,2705,17228,3452,26465,228450
5.94,0.067,2476,42816,-3840,-1647,47599,12363,2673727,7268,538,8064,98824,48308,620,841,78,3231,1717,119936,1500,5714,-1851,-1759,440,256,1344185,1754,17728,3118,21758,163747
5.946,-0.047,2852,46743,-4006,-2075,49027,12990,2723139,7074,1209,8004,100551,53319,587,807,88,3229,1948,114317,1723,5407,-2465,-1808,423,311,1302162,2603,17286,3290,17161,170210
5.952,0.009,2544,42841,-4109,-1648,44228,10842,2725361,7346,-6,6565,103032,47035,2459,1037,28,3622,1812,124053,1605,5909,-1319,466,614,264,1347386,2600,17358,3693,24547,166605
5.96,0.112,3072,47862,-3603,-943,52422,14859,2923944,7922,-132,8306,105073,52691,551,872,164,3540,2524,124373,1359,5515,-1372,-1453,433,311,1324355,2753,18098,3497,26009,178788
5.966,-0.033,2498,43553,-3454,-881,44778,12834,2728637,6930,780,8743,86145,50184,1676,1805,94,2966,1829,117480,1697,5271,-1280,-128,475,207,1324873,2360,17006,3268,23537,151960
5.971,0.13,3777,53530,-3544,-1096,45557,19344,2891561,8701,1190,7411,120396,51387,482,863,75,3483,2316,124674,2320,6579,-1355,-1597,560,356,1345706,2533,17368,2600,22044,205748
5.977,0.061,3439,56128,-3384,-732,50457,24206,2810237,10852,372,7122,157093,51064,525,1054,198,3907,3534,129584,2285,5909,-1117,-1414,425,324,1362643,2204,17217,3519,26185,251718
5.983,0.211,3183,51859,-3532,-1037,52774,19029,2922729,8398,1014,7460,125995,52205,545,944,222,3593,2565,124815,2745,6688,-1128,-1381,557,311,1357164,1980,17442,3355,25011,208464
5.988,0.466,3169,48445,-3886,-1285,53618,15552,3007985,7360,56,9440,105810,51317,576,882,89,3544,2372,119953,1769,5927,-819,-1734,490,192,1343361,2214,17513,2895,20230,180336
5.994,0.238,2949,46608,-3301,-868,47217,14207,2601577,7568,595,6535,102889,53118,497,741,134,3189,2182,111679,1673,5481,-1771,-1896,445,250,1305463,2505,16745,3706,21911,174221
5.994,0.258,2949,46608,-3301,-868,47217,14207,2601577,7568,595,6535,102889,53118,497,741,134,3189,2182,111679,1673,5481,-1771,-1896,445,250,1305463,2505,16745,3706,21911,174221
6.0,-0.1,3880,62297,-3173,-981,43735,26252,2343333,10408,352,7302,156805,46069,656,1215,123,3188,3173,113566,2443,6722,-1163,-1389,883,198,1357517,2385,17011,3777,28598,259642
6.006,0.011,3257,58136,-3829,-1095,53076,21215,2555884,9022,117,5527,128407,50779,750,1092,69,3822,2807,120543,1975,6125,-2264,-1293,673,208,1356260,2575,17000,3266,30205,220037
6.011,0.05,3364,58244,-2616,-999,49520,23979,2452701,8957,357,5633,126162,47690,668,993,190,3658,2678,116384,2341,6556,-934,-1399,477,143,1369091,2378,16448,3148,28682,220706
6.017,0.19,2386,42506,-3810,-1447,46591,12501,2619431,6671,387,7040,95534,48980,518,761,94,3161,1962,116434,2282,5966,-2044,-1559,398,217,1348271,2388,16187,3143,21656,159598
6.024,0.091,3132,51669,-3713,-1426,50384,17261,2768194,8551,474,8290,129424,46528,665,1042,108,3772,2526,124695,1968,6362,-1599,-1088,653,304,1325643,2304,17288,2925,24483,210037
6.03,-0.016,4013,71976,-3006,-943,41957,28229,2333650,8825,852,7827,119345,43545,640,876,109,3524,3114,120064,1727,6993,-2491,-2494,536,364,1349941,1687,17488,4180,24777,232388
6.037,0.1,2582,43534,-4301,-1824,55795,11525,3058288,6872,351,7563,92897,49800,579,926,175,3556,1855,133929,1860,6223,-1120,-1254,513,210,1350042,2757,16882,3751,21730,157410
6.043,0.136,2729,44257,-4308,-2077,50539,12035,2933525,6913,249,8215,96621,50198,1309,1157,125,3498,1972,133874,2273,6152,-1733,-618,566,184,1356795,2982,16729,3388,23144,162555
6.05,0.382,3109,51058,-4964,-2209,54805,14034,2977959,8253,275,5276,117441,51694,547,887,71,3781,2622,135646,1693,6630,-1180,-1444,481,151,1356395,2943,17658,3558,26494,193895
6.056,0.161,2813,45201,-4290,-1490,49342,12540,2846792,7666,262,5492,101582,53423,745,1069,131,3899,1645,134301,2484,6180,-1356,-1594,408,208,1332536,2283,17886,3051,26704,169802
6.063,0.311,2370,44572,-5424,-2099,51404,7832,3220730,5573,-374,9286,87363,49268,693,922,138,3463,1874,131299,1342,6010,-1801,-1026,394,194,1356011,2915,18732,3049,22678,147710
6.072,-0.016,3133,47520,-3637,-559,49751,15454,2891416,7105,878,8464,87215,48794,599,846,135,3692,2072,118599,2089,5741,-1708,-1754,404,228,1306544,2741,16807,3579,23139,160427
6.078,-0.135,3623,59683,-3352,-728,52854,24226,2964244,8786,-161,8040,127788,48905,682,1005,226,4057,2756,125995,2416,6651,-1102,-1650,473,275,1323649,2226,16826,3053,24068,224106
6.081,-0.128,4376,65730,-3487,-1088,51716,27444,2862462,8850,164,8502,129815,48704,767,1081,207,3848,3053,125924,2338,6968,-1739,-1686,507,316,1345171,2402,16659,3614,24283,236215
6.085,-0.047,4528,78791,-3171,-872,49786,38167,2571568,9496,691,9043,137578,50970,755,1048,113,3922,4434,117294,2248,7394,-1782,-1803,785,219,1354915,1797,16843,3817,25341,268560
6.087,0.119,4754,80821,-3057,-1075,50652,41123,2657191,10220,361,8255,144494,51106,811,1243,172,4309,4962,122233,2355,8221,-1174,-708,608,167,1367391,2898,17725,3383,28094,281412
6.091,0.226,2849,48930,-3144,-1014,48528,17254,2731621,7553,563,8113,101228,49267,639,866,192,3287,2074,117352,2013,5450,-1245,-1159,352,260,1367913,2692,17359,3583,25983,177814
6.094,0.249,3332,53587,-4200,-805,57706,17614,3195550,8088,340,8775,110111,53809,646,853,131,4147,2632,135302,1622,6020,-1772,-1612,442,191,1377463,2556,16792,3177,27021,192732
6.098,0.277,3151,47085,-4353,-1453,55680,14101,3254904,7009,3,8460,89287,54124,873,1077,50,3840,2184,132048,1455,5361,-2309,-1121,392,262,1364287,2586,17109,3254,20353,160633
6.1,0.183,2810,46635,-4053,-912,56037,13467,3382364,6258,431,10029,87802,52944,578,895,57,3667,1942,133578,1439,6033,-2011,-1492,579,276,1361718,2417,16395,3610,20776,156972
6.103,0.29,2845,42419,-4226,-1020,50245,12782,3137065,5745,327,8894,71678,49778,480,798,109,3374,1758,118054,1162,4924,-1291,-1433,385,223,1354747,2145,15504,3744,15894,135469
6.105,0.265,2776,43865,-4324,-832,51884,13131,3185260,5760,292,9025,71524,49095,537,751,74,3654,2111,123101,1477,5352,-2094,-1166,508,277,1351988,2389,15977,3347,15485,137056
6.108,0.042,2774,48158,-4312,-1132,54969,17160,3307924,6390,761,10448,83503,51537,411,714,91,3994,2027,129279,2007,5772,-1431,-1760,374,220,1340383,3637,16279,3954,18265,157985
6.11,0.078,3089,49711,-4502,-1121,51414,16787,3139106,6070,375,9855,79904,52199,488,821,107,3537,2127,121453,1303,5999,-603,-1045,607,215,1319375,2666,15869,3194,20734,155561
6.113,0.025,3110,47964,-4396,-1392,55168,12801,3276685,6516,-29,10493,85767,51643,459,832,170,3815,2219,127611,1566,6206,-1463,-1468,434,270,1331391,2870,15613,2490,22999,156158
6.115,0.217,2837,47530,-3560,-895,47325,15092,2872419,6495,31,8941,76097,48299,534,724,77,3310,2390,117813,2417,5760,-1782,-1625,838,173,1356768,2049,15719,2719,22627,148051
6.118,0.055,3141,48767,-4072,-1374,53777,12854,3186046,6917,48,9104,91294,48695,528,869,119,3935,2078,129122,1458,5333,-1817,-1722,385,312,1364562,2522,16053,3284,23394,162973
6.12,0.232,2951,48219,-4155,-913,51661,13799,3138509,6971,259,9916,94165,50099,1045,1483,63,3475,1893,127823,1419,5559,-1764,-1296,662,223,1363005,2891,16582,3573,24224,166105
6.123,-0.157,3704,54747,-3496,-1154,50719,17243,3023416,8131,419,8727,113488,50749,560,794,46,3511,2022,127273,1916,6588,-2064,-1652,404,246,1353931,2097,15412,3280,24083,197313
6.124,-0.199,3308,53102,-3506,-983,49834,16570,3011962,7557,546,9490,105875,47482,633,878,134,3678,2255,126651,1941,5744,-2364,-2281,526,473,1353318,2348,16150,2718,23768,186412
6.127,-0.408,3089,51787,-3751,-991,48890,17497,2856164,8240,574,8165,110424,48202,575,937,189,3894,1875,123895,2266,6326,-1050,-1628,391,180,1353919,2523,16473,4075,22642,191037
6.129,-0.238,3831,62544,-3216,-1016,52227,22050,2790441,10618,415,6674,144569,50119,853,1154,113,3677,2644,127251,2065,6402,-1658,-1063,456,179,1358955,1870,16751,3706,27023,243612
6.132,-0.324,3930,58829,-3595,-1135,49324,20731,2642150,9452,531,4131,127975,48692,570,1064,111,3713,2251,120888,1896,5667,-211,-892,330,197,1345581,1908,16346,3753,26708,220917
6.134,-0.174,3527,55493,-3541,-1062,54516,18348,2852211,9116,664,4871,120233,50553,631,1097,183,4243,2533,130020,1837,5786,-1221,-1147,304,412,1328301,2683,16543,4002,27166,206717
6.137,0.344,2912,46328,-4197,-1507,53875,12523,3130097,7055,305,7916,89043,51929,465,956,153,3630,1795,130999,2420,5986,-936,-1225,354,328,1311515,2632,16931,3216,22034,157861
6.139,0.313,2483,44277,-3833,-1047,48496,12336,2750925,6409,-132,5921,89950,50453,534,776,153,3348,2036,117513,1153,4957,-967,-1261,422,205,1322986,2470,15778,3944,21677,155455
6.142,0.218,2809,46497,-4567,-1551,55222,12377,3119059,6897,34,7969,88495,51093,498,859,116,3897,2328,129097,1739,5881,-1547,-1214,277,234,1349773,2653,16364,3449,21515,157075
6.144,0.433,3026,45532,-3899,-1301,52853,11570,3022645,6809,251,8445,84214,50577,460,769,192,3544,2040,126782,1881,5601,-1897,-1742,376,361,1349021,2191,16381,3473,22603,151151
6.147,0.283,2830,45874,-4390,-1331,47024,10427,2972706,6529,533,8329,84113,47124,462,844,137,3170,1927,123660,1813,5302,-1079,-958,270,206,1349327,2332,16075,2896,22007,149773
6.148,0.226,3129,46837,-4251,-1310,48990,12852,2957777,7036,740,8059,88175,50042,551,778,79,3386,2047,120352,1341,5578,-2365,-1647,470,328,1348238,1966,16712,3073,22575,158029
6.151,0.165,3383,52456,-4353,-1401,51725,14997,3081575,8007,396,8547,103150,50296,448,893,259,3674,1897,127883,1795,5658,-752,-1382,470,192,1356311,2601,17356,3209,22467,181993
6.153,0.195,3511,55831,-4320,-1242,52358,15352,3130893,8169,60,7389,112480,50864,476,874,153,3842,2071,131393,1627,6095,-1694,-1747,425,285,1351466,2071,15804,3846,23262,195343
6.156,0.284,3921,56777,-3438,-1311,50300,18429,2932226,7997,275,6455,126568,50132,481,960,123,3727,2385,128420,1665,6178,-1613,-1687,443,329,1347368,2206,16565,3515,25878,213692
6.158,0.335,3088,52638,-4546,-1873,53799,15646,3075892,8383,183,7610,115384,50351,542,965,192,3505,2280,129107,1984,5923,-1781,-1870,477,226,1333633,2528,16048,3543,25478,195139
6.161,0.177,2909,45526,-4372,-1586,55005,11590,3192858,6170,253,9940,95834,49771,494,805,100,3749,2022,125611,1483,5696,-1021,-1232,341,319,1328611,2501,16239,4262,22173,162029
6.163,0.191,2940,46792,-4630,-1878,52777,11586,3240502,6729,166,10412,93722,51334,976,1516,77,3263,1978,123583,1723,5407,-1605,-1663,843,328,1359536,2510,17367,3421,22746,161769
6.166,0.229,2313,40859,-4835,-1725,47615,10259,3126046,5489,814,9695,83324,50064,458,720,195,3290,1923,121547,1668,6038,-1566,-756,346,256,1385972,2654,17333,3621,20947,142244
6.166,0.274,2313,40859,-4835,-1725,47615,10259,3126046,5489,814,9695,83324,50064,458,720,195,3290,1923,121547,1668,6038,-1566,-756,346,256,1385972,2654,17333,3621,20947,142244
6.168,0.137,2840,46369,-4251,-204,67828,15335,3573328,7768,673,9848,89108,50209,620,1000,109,4138,1926,144543,1900,6370,-2780,-2314,534,314,1860848,2262,18474,2656,20905,161420
6.169,0.058,2852,46609,-3609,279,56536,16376,3229075,6784,1208,8848,92148,51096,464,887,128,3386,1962,124072,1213,6202,-1361,-2191,503,296,1849439,2897,19126,2886,17352,164769
6.172,0.223,3325,54296,-3500,290,58887,21254,3286543,9196,614,9656,119960,49928,947,1844,151,3985,2541,130194,2318,5939,-1156,-903,730,195,1845397,2711,18699,2797,18218,208031
6.174,0.228,4044,62194,-3228,29,59622,22795,3374734,9974,526,10346,137857,52604,683,1021,96,3971,2630,133467,2346,6574,-2406,-2216,368,274,1869508,2469,19983,3094,23498,236864
6.177,0.29,3554,59831,-3985,311,60637,21874,3447309,10667,709,10170,138067,51465,646,1084,99,4448,2649,138807,2292,6830,-2130,-2709,494,207,1866456,2332,19694,3297,23424,233993
6.179,0.225,3205,54936,-4117,99,64411,19681,3424976,9135,790,10059,119298,50241,581,994,110,4222,2247,138125,1665,5882,-1235,-1396,432,165,1870380,2541,18459,2713,24017,206255
6.182,0.184,3350,53305,-3514,87,65458,18052,3400421,9044,1118,11011,112966,49461,816,1212,193,4123,2309,132390,1662,5909,-1752,-1660,413,228,1873949,2490,19281,3614,26529,196717
6.184,0.123,2839,48547,-3600,277,61947,16835,3297766,7881,477,11328,102312,48247,509,791,86,3696,2060,124004,1652,5280,-3083,-2339,682,362,1866639,2743,18194,2631,21395,178414
6.187,0.026,2944,50415,-3945,241,61072,17200,3571034,8350,932,12487,102073,49789,768,1324,201,3687,2322,129657,1761,5942,-969,-1819,426,397,1866849,2245,17504,3052,21350,180982
6.189,-0.164,2076,36832,-3041,-59,45316,11772,2578368,7623,136,9684,85954,44004,548,921,17,3338,1850,109391,1671,5067,-2175,-1939,375,399,1832089,2219,17173,2402,17506,144257
6.192,-0.129,3505,59783,-3469,-136,59426,24655,3217995,9718,1057,10766,136631,48598,675,995,99,3834,2317,125312,2218,5315,-2014,-1734,695,199,1857735,2437,18166,3030,20738,234292
6.193,0.026,4043,62235,-2818,257,56832,24971,3034397,11297,886,8177,144171,49294,533,1030,300,4140,2553,125351,2133,6238,-801,-2286,464,264,1852690,1687,18317,2699,23024,246717
6.196,0.019,4129,65844,-3013,-2,61184,23995,3158828,10449,48,7000,156673,49379,629,1301,155,4113,3154,136796,2687,6904,-1825,-2095,676,311,1864885,1971,19470,2946,28230,261090
6.198,0.277,4106,67002,-3343,-114,60836,24527,3284376,11908,1381,6802,154343,51145,464,1156,80,4432,3122,142701,2070,6700,-879,-2078,627,228,1859901,1971,18925,3542,28189,261886
6.199,-0.014,3954,62565,-3316,-296,63543,23176,3325564,10824,436,7353,143733,50808,902,1425,69,4546,3081,142657,2499,7060,-2296,-1709,734,251,1850131,2302,19364,3386,29067,244252
6.201,0.002,2640,42745,-1809,-318,54129,18689,2179175,9521,383,4890,129789,48142,634,1297,111,3907,2743,114563,1937,6060,-162,-845,351,439,1309094,2284,17508,3139,27127,203384
6.204,0.207,2482,43641,-3086,-587,59446,16541,2662723,8346,501,7032,103869,51160,591,1070,56,3830,2254,120680,2173,6157,-1200,-1013,418,227,1300071,2834,17864,3790,26106,174879
6.206,0.213,2469,42861,-2694,-75,58436,16152,2643361,7975,485,7517,102126,53725,475,776,58,3801,2232,118354,1918,6340,-1785,-1811,579,347,1308006,2879,16704,2897,28417,171583
6.211,0.328,1863,31443,-4604,-653,61979,9301,3199070,5677,532,11748,60707,49534,598,853,133,3304,1366,123782,2115,5527,-1092,-1267,311,201,1332818,2863,17188,3433,17749,108991
6.216,0.241,1924,34413,-3997,-568,58742,10325,3111710,6138,602,10063,65310,51110,385,760,118,3136,1494,125433,1635,5918,-1264,-1368,518,225,1361674,2372,15725,3283,16556,118110
6.221,0.181,2496,41431,-3561,-648,60450,13558,2888079,7440,592,9369,91228,52893,481,834,91,3797,1735,125328,1718,5294,-1390,-1633,321,258,1363599,2611,16078,2960,20419,156153
6.225,0.152,2496,41245,-3464,-283,55505,12577,2700639,7249,618,7500,83971,47621,580,873,146,3651,1963,114051,1518,5217,-1452,-1103,536,171,1353020,2623,15830,2053,21988,147538
6.23,-0.054,2496,42213,-3474,-340,62864,14604,2844823,7908,615,10746,89699,48664,475,763,35,3865,2118,121306,1488,5945,-2080,-2354,280,271,1344485,2584,16282,3347,24123,156920
6.235,0.047,2333,39234,-3082,-820,52034,14155,2710410,7439,1020,8799,86770,49309,559,796,102,3550,1891,114306,1410,5417,-1837,-1526,456,206,1297796,2148,16559,3225,22101,149931
6.24,-0.068,2551,46387,-3463,-760,55494,17945,2715345,8711,773,7247,111446,49949,598,989,201,3348,1819,119115,1639,6133,-924,-1414,389,172,1349112,2746,16216,3511,26650,187040
6.245,0.068,3416,50731,-3436,-749,55002,18535,2757058,9204,295,6459,123846,53383,512,893,158,3971,2722,122690,1700,5973,-1172,-1249,546,192,1373792,2803,17296,4476,29216,205732
6.249,0.54,2890,48814,-2985,-899,54877,18229,2809121,8658,162,7086,117035,49828,578,909,180,3966,2295,122070,2414,6321,-1470,-1223,334,238,1376599,2732,15320,4179,30265,195626
6.254,0.455,1813,35494,-4094,-898,56408,9057,2940938,5081,285,10548,66683,51921,370,631,104,3372,1792,109034,1456,5196,-1431,-1312,453,182,1342716,2443,16519,3556,21221,118128
6.259,0.507,1918,35030,-4062,-1286,52194,11182,2842048,5029,466,9365,64338,50684,510,672,99,3000,1897,108453,1378,5025,-1724,-974,459,195,1323913,2393,16096,3189,17650,117497
6.264,0.367,2324,42719,-3625,-830,52376,17240,2831593,5036,-121,10365,75232,49154,411,624,104,3085,2363,109620,1488,5515,-1413,-1114,422,269,1361474,2641,16330,3463,17912,142551
6.269,0.25,2962,47789,-3815,-947,53169,18116,2821148,7058,-243,10080,90334,50387,664,1424,134,3640,2463,111104,1746,6010,200,-586,388,185,1378330,2793,17614,2619,22760,166259
6.273,0.3,2642,44931,-3976,-1204,56749,13737,2952944,6791,687,12552,93306,50488,673,842,132,3654,2308,118232,1758,5621,-1650,-779,1041,240,1364675,2636,17218,2930,25752,161407
6.278,0.0,2571,44558,-3444,-802,58617,15233,2753706,8401,204,11459,109241,49701,832,925,96,3795,2035,115796,1398,5543,-2061,-1054,410,344,1356182,2442,16669,4328,29397,180004
6.283,-0.228,2860,50375,-3872,-1502,53693,18035,2682269,8960,107,8521,123255,52221,713,1077,140,3515,1974,120471,2104,6166,-1897,-1299,389,233,1313068,2078,16680,3457,26565,203485
6.288,-0.357,3788,60244,-2912,-1090,49096,25837,2427061,10116,-89,5764,148908,48357,683,1267,137,3948,3166,119072,2204,7207,-673,-970,441,318,1367053,2695,17371,3138,31044,248893
6.29,-0.159,3046,55818,-2353,-15,52435,32372,2401357,10657,780,6671,150461,48823,575,1111,124,4732,3795,125026,2633,7790,-986,-831,483,230,1365604,2753,17794,4001,28098,252354
6.294,0.125,2935,50677,-2992,-289,59207,22262,2871931,8646,-294,6842,110495,50965,615,891,105,4065,2660,126187,2426,6711,-1429,-1202,588,241,1342349,2998,16036,3597,33949,195015
6.299,-0.015,2188,38665,-3577,-590,52942,11881,3056359,7141,890,9580,78238,50280,532,770,77,3742,1972,127339,914,5756,-1099,-1344,388,134,1338455,2119,16411,2873,21123,138113
6.304,0.168,2336,38923,-3791,-892,54310,13312,3021232,6507,917,7088,77087,50364,387,682,113,3442,2411,120271,1711,6101,-1907,-2094,393,375,1341671,2110,16229,2835,17978,138165
6.31,0.057,2064,35411,-2869,-762,48584,12504,2682497,5946,1120,7854,81883,53459,482,814,142,3421,1847,120599,1612,5669,-1555,-1490,296,317,1344063,2171,14778,2939,17586,137808
6.317,0.232,2328,42655,-3577,-744,57698,14694,3101411,6854,741,7195,91650,55841,513,893,126,3901,1755,132109,1172,5726,-1448,-820,445,197,1358298,2431,16453,2936,20424,158181
6.323,0.139,2542,45255,-4231,-751,59188,15764,3210640,8191,832,8919,94663,52757,655,1888,73,4095,1552,130305,2522,5983,368,-396,590,251,1365385,2828,16701,3732,26777,166415
6.329,0.052,2622,42703,-3941,-1058,50244,14165,3081370,7617,672,10038,93523,55374,454,844,139,3349,1870,118765,1831,5532,-1026,-1719,519,285,1286550,2564,15631,3654,19779,160630
